id,name,city,street,lat,lon,latlon_precision,description,child_of,major_category,categories,citations,notes,founded,alt_address,,
424,Bayway Terminal Warehouse,"Bayway, NJ",,,,,"A warehouse adjacent to the Phelps Dodge Plant, rented by the government to stockpile fabricated silver strips for use in coil manufacturing, and then later as a facility to store and recover silver scraps.",,1,"materials-silver,storage",MDH B5V4 pp. 3.8-3.9 ,,1942-12,,,
425,Sheppard T. Powell,,,,,,"Successfully consulted on changes to the distilled water cooling system for the XAX magnet at Y-12, after rust issues in the original piping system prevented the unit from working.",,3,consultant,MDH B5V5 p. 3.8 ,,1943-08,,,
426,Leonarde Keeler,,,,,,"Inventor of the Keeler Polygraph, who oversaw the use of his ""lie detector"" on those with access to the certain Y-12 buildings, as a security measure against the theft of material.",,3,operation-service,MDH B5V6 p. 6.2 ,,1946,,,
427,Robert E. McKee,"El Paso, TX",,,,,"The main construction contractor for Los Alamos, first constructed the ""S"" Site before earning further construction contracts. Had already worked extensive government contracts during the war.",,3,"construction-LA,production-design",MDH B8V1P1 p. S5,,,,,
428,Zia Company,"Los Alamos, NM",,,,,"A company formed by Robert E. McKee, the primary contractor for Los Alamos, to take over responsibility for operation and maintenance of all utilities and facilities at Los Alamos for both civilian and military personnel. This had previously been done by the military headquarters at the site through an organization named Force Account, ""established on the Post to handle all maintenance and small construction work.""",427,3,operation-service,MDH B8V1P1 p. S8,might have gotten Force Account a bit wrong,1946-04,,,
429,Morrison-Knudsen,,,,,,"A ""service company"" contractor at Los Alamos",,3,operation-service,MDH B1V8 p. 4.3 ,,,,,
430,Olympic Commissary Company,"Chicago, IL",302 S. Canal St.,41.877934,-87.639505,1,"Operated the barracks and mess hall at Hanford. Also loaned personnel to DuPont, including R. E. Burton who then acted as DuPont's Field Manager for the Hanford project.",,3,operation-service,MDH B1V8 p. 5.19; MDH B4V5P1 p. 12.4 ,not sure which corner,,,,
431,Western Electric Company,"New York, NY",195 Broadway,40.710766,-74.009585,2,Parent company of Bell Telephone Laboratories?,,3,,MDH B2V1 p. 3.3 ,,,,,
432,Tennessee Valley Authority,,,,,,Built the power lines going to K-25 and X-10.,,3,construction-CEW,MDH B3V1 p. 3.5,also owned the land when the location was scouted for CEW?,,,,
433,Layne Central Company,"Memphis, TN",,,,,"Built a well whose water was ""bacterialogically unfit for drinking purposes"" during the construction of Clinton Laboratories in Oak Ridge, TN. Instead of poisoning the workers, drinking water was hauled in from 20 miles away by truck for the next 5 months, until a system to purify and pump the nearby river water was completed.",,3,"construction-CEW,construction-OR",MDH B4V2 pp. 2.5-2.6,,,,,
434,Black and Veatch,"Kansas City, MO",,,,,"Consulted ""utility designing and engineering"" at Los Alamos",,3,consultant,MDH B8V1P1 p. S4,,1945-12,,,
435,Willard C. Kruger and Associates,"Santa Fe, NM",,,,,"The primary contractor for engineering and design at Los Alamos. Drew plans for the renovation of 31 existing buildings and 111 new buildings and facilities at Los Alamos, including housing, a school, theatres, as well as technical buildings, administrative offices, and a power plant.",,3,,MDH B8V1P1 pp. 4.1-4.3 ,did prior work for MED? Also maybe add an architect/engineer tag?,,,,
436,M. M. Sundt Construction Company,"Tuscon, AZ",,,,,"The first and, for a time, one of only two construction contractors at Los Alamos, responsible for building the original technical buildings. Because the company had its own plumbing and electrical departments, it hired no subcontractors, and employed between 1,000 and 1,800 workers at any given time.",,3,construction-LA,"MDH B8V1P1 pp. S4-S5, 5.2",,1942-12,,,
437,A. O. Peabody,,,,,,"The second contractor hired at Los Alamos. Built paved all-weather roads up to the Los Alamos site, following as much as possible ""the natural land countour."" The company also built the paved road leading to the Anchor Ranch Proving Grounds.",,3,"construction-LA,transport",MDH B8V1P1 p. S5 5.3; Truslow LA-5200 ch. 5 p. 101,,,,,
438,Houston Ready-Cut House Company,,,,,,"Provided houses for an early housing facility at the Los Alamos site, which already had buildings from the Los Alamos Ranch School.",,3,construction-LA,MDH B8V1P1 p. S5,,,,,
439,J. E. Morgan & Sons,"El Paso, TX",,,,,"Contracted to build an early housing project at Los Alamos, using Houston Ready-Cut Houses. Their employment lasted four months, and their workforce consisted of about 400 people.",,3,construction-LA,MDH B8V1P1 p. S5; Truslow LA-5200 ch. 5 p. 101,,,,,
440,Los Alamos Ranch School,"Los Alamos, NM",,,,,"An existing property repurposed for the Los Alamos site, Otowi, NM, which reduced the construction needed.",,2,,MDH B8V1P1 pp. S3-S4 ,,1942-11-23,,,
441,Bruns General Hospital,,,,,,"U. S. Army hospital that provided some medical care for Los Alamos personnel, and for a time provided weekly dentist visits to the site until a dentist from the hospital accepted an assignment at the project itself. It was preferred that employees use the free health services available at the project site for security reasons. The hospital, established in 1943, treated the New Mexico-based 200th Coast Artillery Regiment, whose members had suffered the Bataan Death March in 1942.",,1,operation-service,MDH B8V1P1 p. S12; Truslow LA-5200 ch. 5 p. 87,,,,,
442,Catholic Church of Santa Fe,"Santa Fe, NM",,,,,"Offered the first religious service at Los Alamos, sending a priest every Sunday to conduct mass. Eventually, an Army Chaplain was brought to Los Alamos to establish more religious services, including Sunday school.",,3,operation-service,MDH B8V1P1 p. S14,,,,,
443,U. S. Fidelity and Guaranty Company,,,,,,Provided insurance for Zia Company workers at Los Alamos.,,3,operation-service,MDH B8V1P1 p. S17,,1946-04,,,
444,Lowdermilk Brothers Construction Company,"Denver, CO",,,,,"Replaced a poor quality access road to the Los Alamos site with a ""first-class highway"" at the direction of the New Mexico State Highway Department. Also provided gravel to surface roads and parking lots within the site.",,3,"construction-LA,transport",MDH B8V1P1 p. 2.6 ,,1943-09,,,
445,Perdue Tank Company,"Witchita, KS",,,,,Built multiple large redwood water tanks at Los Alamos,,3,equipment-LA,Truslow LA-5200 ch. 4 p. 11,"Truslow  is same as MDH so if we prefer MDH citations we can find them, just different page numbers. I'm using this source because OCR and its much much easier to read.",1943-10,,,
446,Reynolds Electric Company,"Chicago, IL",2650 W. Congress St.,41.874736,-87.693329,1,Built a 25-mile long high-voltage power line from a New Mexico Power Company plant to the Los Alamos project. Subcontracted by Robert E. McKee.,,3,construction-LA,Truslow LA-5200 ch. 4 pp. 32-33,"historic address, so not totally sure",1944-10,,,
447,New Mexico Power Company,,,,,,Supplied electricity to Los Alamos when demand exceeded the on-site generation capacity.,,3,operation-service,Truslow LA-5200 ch. 4 p. 34,,1944,,,
448,Nordberg Manufacturing Company,"Milwaukee, WI",3073 S. Chase Ave,42.989002,-87.912117,2,Sold two 1715-kW diesel-powered generators to the Los Alamos project to meet increased energy demand.,,3,equipment-LA,Truslow LA-5200 ch. 4 p. 34,late 1946,1946,,,
449,R. O. Ruble,"Santa Fe, NM",,,,,"Consulted for the Los Alamos project on their water supply, collaborating with the U. S. Engineer Office to produce the ""Report on Water Supply, Los Alamos Project, Los Alamos, New Mexico"" in October 1943.",,3,consultant,need,"this is the date of the report, but they must have been involved earlier.",1943-10,,,
450,Mountain States Telephone and Telegraph Company,,,,,,Furnished various telecommunication lines to the Los Alamos site.,,3,construction-LA,Truslow LA-5200 ch. 4 pp. 36-37,,1942,,,
451,Southern Union Gas Company of New Mexico and Texas,,,,,,Constructed and laid many miles of pipe to provide the Los Alamos site with 3.5 million cubic feet of natural gas per day.,,3,construction-LA,Truslow LA-5200 ch. 4 p. 38,early 1946,1946,,,
452,International Manufacturing Company,"Kansas City, MO",,,,,Converted heating and power facilities at Los Alamos from oil and coal to natural gas.,,3,construction-LA,Truslow LA-5200 ch. 4 p. 38,"date is the completion of modifications, not beginning",1947-09,,,
453,Cook and Brazier,,,,,,,,3,,Truslow LA-5200 ch. 5 p. 85,,,,,
454,Minnesota Mining & Manufacturing Company,"St Paul, MN",,,,,"Collaborated with a junior Navy officer on various types of sticky tape used frequently in the construction of the atomic bomb. According to Edward Wilder, Jr., a Navy draftee who worked on the bomb, ""we should acknowledge the de[b]t that development of the bomb owes to sticky tape... It seemed that it was used almost everywhere."" The company is better known as 3M today.",,3,"equipment-general,research-design",Truslow LA-5200 app. p. 109,"there is a lot more here, just need to find it. MP jumpstarted 3M, so definitely look into this more.. Not sure if research-design is appropriate but I thought it was funny how much of a role sticky tape played in making bomb models",,,,
455,University of California,,,,,,"The prime contractor for the Los Alamos project, staffed the ""S"" site. ",,2,"production-design,research-design",many,"needs more elaboration, but should we combine this with the radiation lab?",,,,
456,"Atchison, Topeka & Santa Fe Railway","Chicago, IL",80 E. Jackson Blvd,41.87847,-87.624847,2,"One of the largest railroads in the country at the time. Reserved space twice per week on trains from Chicago and Los Angeles to Los Alamos, to make transportation easier for Los Alamos personnel who had trouble finding space amid heavy military use of the rail system.",,3,transport,MDH B8V3C1 p. 2.16,,,,,
457,Bonneville Power Administration,"Portland, OR",,,,,A federal agency responsible for distributing electricity from the Bonneville Dam on the Columbia River. Provided a massive amount of hydroelectricity for Hanford Engineer Works.,,1,operation-service,MDH B4V5P1 p. S15,,,,,
458,Pacific Power and Light Company,"Astoria, OR",,,,,"Owned and operated the substations that delivered electrity to Hanford Engineer Works. After February 25, 1944 it was operated by DuPont.",,3,operation-service,MDH B4V5P1 p. S15,not quite sure about location,,,,
459,Waldrip Engineering Company,"Hollydale, CA",11810 Center St.,33.919623,-118.16578,2,"Produced ""cell and through-concrete piping"" for Hanford. Awarded a ""premium payment"" for working Sundays, overtime, and altering their normal production process.",,3,equipment-HEW,MDH B4V5P1 p. 6.28 ,,,,,
460,Haughton Elevator Company,"Toledo, OH",671-93 Spencer ST,41.627557,-83.574699,2,"Installed various elevators and hoists at HEW, including elevators on the front and rear of each of the three Hanford piles.",,3,equipment-HEW,MDH B4V5P1 p. 6.20; MDH B4V5P3 app. B-4,"MDH said they are in Toledo, but a Hanford contract gave this address in PA",,,,
461,"Newport, Kern and Kibee Company",,,,,,"Opened two gravel mining pits near Hanford, which allowed the drained marsh below the Hanford-Richland railway to be filled with native gravel. Subcontracted by the Guy F. Atkinson Company, which constructed the Hanford rail system.",,3,"construction-HEW,transport,construction-richland",MDH B4V5P1 7.12,,,,,
462,Guy F. Atkinson Company,"San Francisco, CA",662 Russ Building,37.629384,-122.418659,2,"Built the railroad system for Hanford Engineer Works, consisting of about 125 miles of track.",,3,transport,MDH B4V5P1 p. 7.11 ,,,,,
463,G. A. Pehrson,"Spokane, WA",,,,,"A notable Washinton architect, planned the layout and designed the interiors of residential and commercial buildings in Richland Village, a city that had been taken over to serve Hanford Engineer Works.",,3,,MDH B4V5P1 p. 8.1 ,"I'll need to see a map, not sure where the village is relative to HEW. Also, this date is when the plans started to be realized.. Not when they were actually being drawn. But I haven't found another date yet.",1943-03-20,,,
464,Twaits-Morrison-Knudsen,"Los Angeles, CA",451 S. Boylston St,34.054889,-118.259458,2,Built the cafeteria and nearly 300 duplex houses for Hanford workers in the northern part of Richland Village.,,3,construction-richland,MDH B4V5P1 p. 8.4 ,have Morrison-Knudsen from Los Alamos… where'd Twaits come from?,,,,
465,"Smith, Hoffman and Wright",,,,,,"Built the majority of the commercial buildings and facilities, including the 25-acre Columbia Prison Camp, for Hanford workers in Richland Village, as well as a large number of houses. Also prepared the foundations and constructed utilities for prefabricated houses provided by the Prefabrication Engineering Company.",,3,construction-richland,"MDH B4V5P1 p. 8.4, 8.7 ",,,,,
466,Hanford Concrete Contractors,"Winona, MN",,,,,"Provided Ready-Mix concrete and installed a concrete mixing plant at HEW for $5,500,159.62.",,3,"equipment-HEW,materials-other",MDH B4V5P1 p. 12.4 ,,,,,
467,Hankee-James-Zahniser & Warren,"St Paul, MN",E. 925 First National Bank Building,44.946594,-93.091312,2,Did piping work for HEW,,3,equipment-HEW,MDH B4V5P1 p. 12.4 ,"office building, not factory",,,,
468,Morrison-Bechtel & McCone,"Boise, Idaho",,,,,Built the composite tanks at HEW for over $5.5 million.,,3,equipment-HEW,MDH B4V5P1 p. 12.4 ; MDH B4V5P3 app. B-4,"huge price tag, and ""performed major work"".. What is special about these composite tanks?",,,,
469,Newberry Chandler & Lord Electric,"Los Angeles, CA",1038 Venice Blvd,34.041161,-118.278825,2,Electrical contractor for Hanford Engineer Works.,,3,equipment-HEW,MDH B4V5P1 p. 12.4 ,,,,,
470,Allegheny-Ludlum Steel Corp,"Vandergrift, PA",130 Lincoln St,40.605499,-79.567934,2,"Produced stainless steel plate, bars, and tubes for Hanford with the metal provided by DuPont to speed up the order.",,3,equipment-HEW,MDH B4V5P1 p. 6.28 ,"their office is now at 6 PPG place which is an INSANE BUILDING.. Designed, fun fact, by a Nazi.",,"Oliver Building, Brackenridge, PA",,
471,Carpenter Steel Corporation,"Reading, PA",,,,,"Produced stainless steel plate, bars, and tubes for Hanford with the metal provided by DuPont to speed up the order.",,3,equipment-HEW,MDH B4V5P1 p. 6.28 ,https://www.stephensstephens.com/areas-of-practice/eeoicpa/eeoicpa-facility-list/carpenter-steel-co/ says they were more involved,,,,
472,Associated Piping and Engineering Company,"Vernon, CA",2332 E. 38th St,34.007462,-118.231807,2,"Produced ""cell and through-concrete piping"" for Hanford. Awarded a ""premium payment"" for working Sundays, overtime, and altering their normal production process.",,3,equipment-HEW,MDH B4V5P1 p. 6.28 ,,,,,
